ID,N_VICTIMAS,FECHA,HORA,TIPO_DE_CALLE,CALLE,ALTURA,CRUCE,DIRECCIÓN NORMALIZADA,COMUNA,POS X,POS Y,VICTIMA,ACUSADO,ROL,SEXO,EDAD,PARTICIPANTE A,PARTICIPANTE B,RANGO_ETARIO,ENCRUCIJADA
2016-0137,1,2016-10-25,00:39:00,avenida,san martin av.,sin datos,ladines,san martin av. y ladines,11,-58.51537091,-34.59035925,moto,moto,conductor,masculino,30.0,moto,moto,30-44,True
2016-0138,1,2016-10-27,20:30:00,avenida,cabildo av.,sin datos,blanco encalada,cabildo av. y blanco encalada,13,-58.45909670,-34.55922742,bicicleta,cargas,ciclista,femenino,33.0,bicicleta,cargas,30-44,True
2016-0139,1,2016-10-28,23:00:00,avenida,"figueroa alcorta, pres. av.",sin datos,dorrego av.,"figueroa alcorta, pres. av. y dorrego av.",14,-58.42008769,-34.56539579,moto,moto,pasajero_acompañante,femenino,35.0,moto,moto,30-44,True
2016-0140,1,2016-10-31,02:58:00,avenida,juramento av.,sin datos,vuelta de obligado,juramento av. y vuelta de obligado,13,-58.45566399,-34.56147293,pasajeros,pasajeros,pasajero_acompañante,masculino,20.0,pasajeros,pasajeros,18-29,True
2016-0142,1,2016-11-05,23:30:00,avenida,del libertador av.,sin datos,"ramos mejia, jose maria, dr. av.","del libertador av. y ramos mejia, jose maria, dr. av.",1,-58.37533517,-34.59276462,moto,pasajeros,conductor,masculino,46.0,moto,pasajeros,45-64,True
2016-0143,1,2016-11-06,04:41:00,avenida,27 de febrero av.,sin datos,escalada av.,27 de febrero av. y escalada av.,8,-58.44451316,-34.68475866,moto,sin datos,conductor,masculino,35.0,moto,sin datos,30-44,True
2016-0144,1,2016-11-07,12:10:00,avenida,"brown, alte. av.",984.0,sin datos,"brown, alte. av. 984",4,-58.35975012,-34.63343907,peaton,pasajeros,peaton,masculino,83.0,peaton,pasajeros,65+,False
2016-0145,1,2016-11-07,20:56:00,avenida,del libertador av.,sin datos,la pampa,del libertador av. y la pampa,13,-58.44523595,-34.55953855,moto,auto,conductor,masculino,39.0,moto,auto,30-44,True
2016-0146,1,2016-11-09,20:00:00,avenida,pichincha av.,sin datos,brasil,pichincha av. y brasil,4,-58.39626094,-34.63036565,peaton,pasajeros,peaton,femenino,29.0,peaton,pasajeros,18-29,True
2016-0147,1,2016-11-16,21:15:00,avenida,independencia av.,sin datos,"cevallos, virrey","independencia av. y cevallos, virrey",1,-58.38896772,-34.61799615,movil,pasajeros,pasajero_acompañante,masculino,55.0,movil,pasajeros,45-64,True
2016-0148,1,2016-11-16,22:20:00,avenida,garmendia av.,4895.0,sin datos,garmendia av. 4895,15,-58.46536113,-34.59484504,moto,moto,conductor,masculino,sin datos,moto,moto,sin datos,False
2016-0150,1,2016-11-18,18:20:00,avenida,"alcorta, amancio av.",sin datos,"taborda, diogenes","alcorta, amancio av. y taborda, diogenes",4,-58.40879146,-34.65273216,cargas,cargas,pasajero_acompañante,masculino,41.0,cargas,cargas,30-44,True
2016-0152,1,2016-11-23,21:10:00,avenida,"moreno, perito av.",sin datos,zuviria,"moreno, perito av. y zuviria",7,-58.46451841,-34.64991946,moto,auto,conductor,masculino,42.0,moto,auto,30-44,True
2016-0153,1,2016-11-25,15:42:00,avenida,araoz,sin datos,cordoba av.,araoz y cordoba av.,15,-58.42917090,-34.59485488,peaton,moto,peaton,femenino,83.0,peaton,moto,65+,True
2016-0154,1,2016-11-26,14:14:00,gral paz,"paz, gral. av.",15200.0,sin datos,"paz, gral. av. 15200",8,-58.49007772,-34.68251141,moto,moto,conductor,masculino,38.0,moto,moto,30-44,False
2016-0155,1,2016-11-26,16:50:00,calle,madero,900.0,sin datos,madero 900,10,-58.52756365,-34.62772274,peaton,auto,peaton,femenino,29.0,peaton,auto,18-29,False
2016-0156,1,2016-11-26,19:40:00,avenida,independencia av.,sin datos,dean funes,independencia av. y dean funes,3,-58.40638983,-34.61943202,moto,pasajeros,conductor,masculino,23.0,moto,pasajeros,18-29,True
2016-0157,1,2016-12-03,06:40:00,avenida,"justo, juan b. av.",5645.0,sin datos,"justo, juan b. av. 5645",11,-58.47576807,-34.61740997,moto,moto,conductor,masculino,23.0,moto,moto,18-29,False
2016-0159,1,2016-12-04,07:21:00,avenida,27 de febrero av.,sin datos,escalada av.,27 de febrero av. y escalada av.,8,-58.44451316,-34.68475866,auto,sin datos,conductor,masculino,23.0,auto,sin datos,18-29,True
2016-0160,1,2016-12-06,05:30:00,autopista,autopista perito moreno,sin datos,sin datos,autopista perito moreno (altura velez sarsfield),9,-58.51927194,-34.63635787,cargas,objeto fijo,conductor,masculino,29.0,cargas,objeto fijo,18-29,False
2016-0161,1,2016-12-06,07:22:00,avenida,santa fe av.,sin datos,godoy cruz,santa fe av. y godoy cruz,14,-58.42525456,-34.57866344,peaton,pasajeros,peaton,masculino,50.0,peaton,pasajeros,45-64,True
2016-0162,1,2016-12-07,05:00:00,avenida,"lacroze, federico av.",sin datos,forest av.,"lacroze, federico av. y forest av.",15,-58.45396573,-34.58518167,peaton,auto,peaton,masculino,38.0,peaton,auto,30-44,True
2016-0163,1,2016-12-10,07:30:00,gral paz,"paz, gral. av.",sin datos,mosconi general av.,"paz, gral. av. y mosconi general av.",11,-58.52340614,-34.59798754,moto,auto,conductor,masculino,23.0,moto,auto,18-29,True
2016-0164,1,2016-12-11,06:16:00,avenida,la plata av.,sin datos,"pomar, gregorio tte. cnel.","la plata av. y pomar, gregorio tte. cnel.",4,-58.42323628,-34.64119105,auto,auto,conductor,masculino,29.0,auto,auto,18-29,True
2016-0165,1,2016-12-12,08:25:00,avenida,"garcia, martin av.",300.0,sin datos,"garcia, martin av. 300",4,-58.36926144,-34.62841919,bicicleta,pasajeros,ciclista,masculino,37.0,bicicleta,pasajeros,30-44,False
2016-0168,1,2016-12-13,10:40:00,avenida,la plata av.,sin datos,"pomar, gregorio tte. cnel.","la plata av. y pomar, gregorio tte. cnel.",4,-58.42323628,-34.64119105,moto,auto,conductor,masculino,43.0,moto,auto,30-44,True
2016-0169,1,2016-12-15,15:30:00,avenida,nu?ez,sin datos,"balbin, ricardo, dr. av.","nuã‘ez y balbin, ricardo, dr. av.",12,-58.47935434,-34.55676497,moto,pasajeros,conductor,masculino,24.0,moto,pasajeros,18-29,True
2016-0170,1,2016-12-19,17:10:00,gral paz,"paz, gral. av.",4500.0,sin datos,"paz, gral. av. 4500",12,-58.50598256,-34.56379980,moto,auto,pasajero_acompañante,masculino,21.0,moto,auto,18-29,False
2016-0171,1,2016-12-25,19:00:00,autopista,"huergo, ing. av.",sin datos,autopista 25 de mayo,"huergo, ing. av. y autopista 25 de mayo",1,-58.36607137,-34.62150748,moto,moto,conductor,sin datos,sin datos,moto,moto,sin datos,True
2016-0172,1,2016-12-26,08:00:00,avenida,"garay, juan de av.",sin datos,castro,"garay, juan de av. y castro",5,-58.41918902,-34.63174259,moto,cargas,conductor,masculino,38.0,moto,cargas,30-44,True
2016-0173,1,2016-12-26,19:52:00,avenida,directorio av.,sin datos,san pedrito av.,directorio av. y san pedrito av.,7,-58.46749188,-34.63551751,moto,cargas,conductor,masculino,35.0,moto,cargas,30-44,True
2016-0174,1,2016-12-27,00:00:00,autopista,autopista 25 de mayo,sin datos,sin datos,autopista 25 de mayo,0,sin datos,sin datos,sin datos,sin datos,sin datos,sin datos,sin datos,sin datos,sin datos,sin datos,False
2016-0175,1,2016-12-27,08:15:00,calle,"falcon, ramon l.,cnel.",sin datos,membrillar,"falcon, ramon l.,cnel. y membrillar",7,-58.46064174,-34.62960517,peaton,bicicleta,peaton,femenino,sin datos,peaton,bicicleta,sin datos,True
2016-0176,1,2016-12-28,01:41:00,avenida,belgrano av.,sin datos,paseo colon av.,belgrano av. y paseo colon av.,1,-58.36956186,-34.61232875,moto,pasajeros,conductor,masculino,28.0,moto,pasajeros,18-29,True
2016-0177,1,2016-12-29,04:00:00,calle,arenales,3319.0,sin datos,arenales 3319,14,-58.40966671,-34.58788235,peaton,auto,peaton,femenino,27.0,peaton,auto,18-29,False
2016-0178,1,2016-12-30,16:18:00,calle,republica bolivariana de venezuela,sin datos,saavedra,republica bolivariana de venezuela y saavedra,3,-58.40288226,-34.61544091,peaton,multiple,peaton,femenino,7.0,multiple,sin datos,0-17,True
2017-0001,1,2017-01-02,01:00:00,avenida,"justo, juan b. av.",sin datos,achupallas,"justo, juan b. av. y achupallas",11,-58.46594230,-34.61028571,moto,cargas,conductor,masculino,18.0,moto,cargas,18-29,True
2017-0003,1,2017-01-05,03:10:00,avenida,olavarria,sin datos,velez sarsfield av.,olavarria y velez sarsfield av.,4,-58.38957669,-34.64410277,cargas,cargas,pasajero_acompañante,masculino,33.0,cargas,cargas,30-44,True
2017-0007,1,2017-01-11,17:00:00,calle,lima,sin datos,mexico,lima y mexico,1,-58.38161660,-34.61529543,peaton,multiple,peaton,masculino,48.0,multiple,sin datos,45-64,True
2017-0008,1,2017-01-16,00:40:00,calle,"cabrera, jose a.",sin datos,bonpland,"cabrera, jose a. y bonpland",14,-58.43917004,-34.58494351,moto,pasajeros,conductor,masculino,29.0,moto,pasajeros,18-29,True
2017-0009,1,2017-01-16,13:56:00,autopista,autopista 25 de mayo,sin datos,sin datos,autopista 25 de mayo y boedo av.,5,-58.41595919,-34.62743346,moto,cargas,conductor,masculino,36.0,moto,cargas,30-44,False
2017-0010,1,2017-01-16,16:30:00,avenida,directorio av.,sin datos,riglos,directorio av. y riglos,6,-58.43564880,-34.62828656,moto,auto,conductor,masculino,23.0,moto,auto,18-29,True
2017-0011,1,2017-01-22,02:30:00,gral paz,"paz, gral. av.",sin datos,"balbin, ricardo, dr. av.","paz, gral. av. y balbin, ricardo, dr. av.",12,-58.50073810,-34.54979510,moto,objeto fijo,pasajero_acompañante,femenino,29.0,moto,objeto fijo,18-29,True
2017-0012,1,2017-01-24,14:00:00,calle,traful,sin datos,"taborda, diogenes","traful y taborda, diogenes",4,-58.40969005,-34.65055290,moto,cargas,conductor,masculino,30.0,moto,cargas,30-44,True
2017-0013,1,2017-01-27,07:00:00,avenida,"iriarte, gral. av.",3055.0,sin datos,"iriarte, gral. av. 3055",4,-58.38972622,-34.65098981,peaton,cargas,peaton,masculino,4.0,peaton,cargas,0-17,False
2017-0014,1,2017-01-28,08:27:34,avenida,donado,sin datos,arias,donado y arias,12,-58.49185972,-34.55046754,moto,multiple,pasajero_acompañante,femenino,22.0,multiple,sin datos,18-29,True
2017-0015,1,2017-02-02,15:18:03,avenida,cordoba av.,sin datos,callao av.,cordoba av. y callao av.,2,-58.39293417,-34.59963642,peaton,auto,peaton,masculino,82.0,peaton,auto,65+,True
2017-0016,1,2017-02-03,05:12:21,autopista,autopista 25 de mayo,sin datos,sin datos,autopista 25 de mayo km. 8.3,1,-58.38099494,-34.62288231,moto,cargas,conductor,masculino,27.0,moto,cargas,18-29,False
2017-0017,1,2017-02-06,08:00:00,avenida,"justo, juan b. av.",sin datos,paraguay,"justo, juan b. av. y paraguay",14,-58.42901200,-34.58095431,moto,auto,conductor,masculino,32.0,moto,auto,30-44,True
2017-0018,1,2017-02-09,07:00:00,gral paz,"paz, gral. av.",sin datos,de los corrales av.,"paz, gral. av. y de los corrales av.",9,-58.50877521,-34.66977709,moto,auto,conductor,masculino,30.0,moto,auto,30-44,True
2017-0021,1,2017-02-18,05:30:00,calle,sarmiento,sin datos,libertad,sarmiento y libertad,1,-58.38362373,-34.60509972,moto,pasajeros,conductor,masculino,43.0,moto,pasajeros,30-44,True
2017-0024,1,2017-02-23,20:50:00,avenida,rivadavia av.,7121.0,sin datos,rivadavia av. 7121,7,-58.46589308,-34.62955795,peaton,pasajeros,peaton,masculino,39.0,peaton,pasajeros,30-44,False
2017-0025,1,2017-02-24,17:05:00,avenida,"fernandez de la cruz, f., gral. av.",sin datos,rivera indarte av.,"fernandez de la cruz, f., gral. av. y rivera indarte av.",7,-58.43614426,-34.65424640,moto,sin datos,conductor,masculino,23.0,moto,sin datos,18-29,True
2017-0026,2,2017-02-26,05:15:00,avenida,"moreno, perito av.",sin datos,fournier,"moreno, perito av. y fournier",4,-58.41842777,-34.64979057,auto,objeto fijo,pasajero_acompañante,femenino,23.0,auto,objeto fijo,18-29,True
2017-0026,2,2017-02-26,05:15:00,avenida,"moreno, perito av.",sin datos,fournier,"moreno, perito av. y fournier",4,-58.41842777,-34.64979057,auto,objeto fijo,conductor,masculino,19.0,auto,objeto fijo,18-29,True
2017-0027,1,2017-02-26,21:57:00,avenida,caseros av.,1429.0,sin datos,caseros av. 1429,1,-58.38332245,-34.63193250,peaton,auto,peaton,masculino,sin datos,peaton,auto,sin datos,False
2017-0028,1,2017-02-28,09:20:00,avenida,gaona av.,sin datos,fragata pres. sarmiento,gaona av. y fragata pres. sarmiento,6,-58.45475488,-34.61196327,peaton,auto,peaton,masculino,87.0,peaton,auto,65+,True
2017-0029,1,2017-03-07,02:15:00,calle,mozart,sin datos,tandil,mozart y tandil,9,-58.48501341,-34.64742455,sin datos,auto,sin datos,masculino,34.0,sin datos,auto,30-44,True
2017-0030,1,2017-03-07,08:00:00,avenida,mozart,sin datos,autopista dellepiane luis tte. gral.,mozart y autopista dellepiane luis tte. gral.,9,-58.47010988,-34.65872088,auto,pasajeros,conductor,femenino,27.0,auto,pasajeros,18-29,True
2017-0031,1,2017-03-11,01:30:00,calle,24 de noviembre,sin datos,pavon,24 de noviembre y pavon,3,-58.40997560,-34.62873635,auto,objeto fijo,pasajero_acompañante,masculino,70.0,auto,objeto fijo,65+,True
2017-0032,1,2017-03-12,05:00:00,gral paz,"paz, gral. av.",sin datos,los cedros,"paz, gral. av. y los cedros",8,-58.48892175,-34.68359163,auto,auto,pasajero_acompañante,femenino,40.0,auto,auto,30-44,True
2017-0033,1,2017-03-12,07:30:00,gral paz,"paz, gral. av.",sin datos,"gutierrez, ricardo","paz, gral. av. y gutierrez, ricardo",11,-58.52466448,-34.60325478,auto,auto,conductor,masculino,28.0,auto,auto,18-29,True
2017-0034,1,2017-03-13,07:50:00,calle,godoy cruz,2651.0,sin datos,godoy cruz 2651,14,-58.42554218,-34.57929036,peaton,auto,peaton,masculino,43.0,peaton,auto,30-44,False
2017-0035,3,2017-03-23,05:00:00,avenida,"achaval rodriguez, t., dr. av.",sin datos,"villaflor, azucena","achaval rodriguez, t., dr. av. y villaflor, azucena",1,-58.35881506,-34.61113641,auto,objeto fijo,conductor,masculino,28.0,auto,objeto fijo,18-29,True
2017-0035,3,2017-03-23,05:00:00,avenida,"achaval rodriguez, t., dr. av.",sin datos,"villaflor, azucena","achaval rodriguez, t., dr. av. y villaflor, azucena",1,-58.35881506,-34.61113641,auto,objeto fijo,pasajero_acompañante,masculino,32.0,auto,objeto fijo,30-44,True
2017-0035,3,2017-03-23,05:00:00,avenida,"achaval rodriguez, t., dr. av.",sin datos,"villaflor, azucena","achaval rodriguez, t., dr. av. y villaflor, azucena",1,-58.35881506,-34.61113641,auto,objeto fijo,pasajero_acompañante,masculino,30.0,auto,objeto fijo,30-44,True
2017-0036,2,2017-03-29,18:00:00,gral paz,"paz, gral. av.",sin datos,campana,"paz, gral. av. y campana",12,-58.51452347,-34.58159762,moto,pasajeros,pasajero_acompañante,femenino,sin datos,moto,pasajeros,sin datos,True
2017-0036,2,2017-03-29,18:00:00,gral paz,"paz, gral. av.",sin datos,campana,"paz, gral. av. y campana",12,-58.51452347,-34.58159762,moto,pasajeros,conductor,masculino,20.0,moto,pasajeros,18-29,True
2017-0037,1,2017-03-31,03:00:00,avenida,independencia av.,sin datos,"cevallos, virrey","independencia av. y cevallos, virrey",1,-58.38896772,-34.61799615,moto,cargas,conductor,masculino,41.0,moto,cargas,30-44,True
2017-0038,1,2017-04-01,19:00:00,avenida,casta?ares av.,sin datos,lautaro,castaã‘ares av. y lautaro,7,-58.44516857,-34.64363363,moto,auto,conductor,femenino,40.0,moto,auto,30-44,True
2017-0040,1,2017-04-03,09:40:00,avenida,"guiraldes, int.",2699.0,sin datos,"guiraldes, int. 2699",13,-58.43834197,-34.54560369,auto,multiple,conductor,masculino,43.0,multiple,sin datos,30-44,False
2017-0041,1,2017-04-03,23:15:00,calle,"fernandez moreno, baldomero",2186.0,sin datos,"fernandez moreno, baldomero 2186",7,-58.45485084,-34.63531854,moto,auto,conductor,masculino,17.0,moto,auto,0-17,False
2017-0042,1,2017-04-10,09:00:00,gral paz,"lugones, leopoldo av.",sin datos,sin datos,"lugones, leopoldo av.",14,sin datos,sin datos,moto,cargas,conductor,masculino,sin datos,moto,cargas,sin datos,False
2017-0045,1,2017-04-14,06:15:00,calle,nogoya,5940.0,sin datos,nogoya 5940,10,-58.52449285,-34.62454175,moto,objeto fijo,conductor,masculino,21.0,moto,objeto fijo,18-29,False
2017-0047,1,2017-04-23,06:30:00,avenida,argentina av.,sin datos,corvalan,argentina av. y corvalan,8,-58.46713742,-34.67198790,moto,auto,conductor,masculino,37.0,moto,auto,30-44,True
2017-0049,1,2017-04-27,18:16:00,avenida,"fernandez de la cruz, f., gral. av.",sin datos,varela av.,"fernandez de la cruz, f., gral. av. y varela av.",8,-58.43850413,-34.65554754,peaton,pasajeros,peaton,masculino,22.0,peaton,pasajeros,18-29,True
2017-0050,2,2017-04-28,11:08:08,autopista,autopista perito moreno,sin datos,sin datos,sin datos,9,sin datos,sin datos,moto,cargas,conductor,masculino,46.0,moto,cargas,45-64,False
2017-0050,2,2017-04-28,11:08:08,autopista,autopista perito moreno,sin datos,sin datos,sin datos,9,sin datos,sin datos,moto,cargas,pasajero_acompañante,masculino,16.0,moto,cargas,0-17,False
2017-0051,1,2017-05-01,03:47:47,autopista,autopista dellepiane luis tte. gral.,sin datos,sin datos,sin datos,7,sin datos,sin datos,auto,auto,conductor,masculino,33.0,auto,auto,30-44,False
2017-0052,1,2017-05-05,03:40:00,gral paz,"paz, gral. av.",sin datos,goleta santa cruz,"paz, gral. av. y goleta santa cruz",8,-58.49413799,-34.68095739,peaton,cargas,peaton,femenino,47.0,peaton,cargas,45-64,True
2017-0053,1,2017-05-05,20:16:22,calle,vieytes,sin datos,villarino,vieytes y villarino,4,-58.37547846,-34.65326075,moto,cargas,conductor,masculino,28.0,moto,cargas,18-29,True
2017-0054,1,2017-05-07,21:00:00,avenida,de los constituyentes av.,sin datos,"moran, pedro","de los constituyentes av. y moran, pedro",15,-58.48680218,-34.58689719,moto,auto,pasajero_acompañante,femenino,20.0,moto,auto,18-29,True
2017-0055,1,2017-05-09,08:30:00,avenida,de los constituyentes av.,4900.0,sin datos,de los constituyentes av. 4900,12,-58.49563989,-34.57962262,auto,auto,conductor,masculino,32.0,auto,auto,30-44,False
2017-0058,1,2017-05-09,23:10:00,avenida,cordoba av.,sin datos,libertad,cordoba av. y libertad,1,-58.38403232,-34.59915940,peaton,moto,peaton,masculino,80.0,peaton,moto,65+,True
2017-0059,1,2017-05-11,09:24:00,calle,brasil,sin datos,lima,brasil y lima,1,-58.38223382,-34.62693865,peaton,pasajeros,peaton,femenino,39.0,peaton,pasajeros,30-44,True
2017-0060,1,2017-05-13,07:20:00,avenida,escalada av.,sin datos,"fernandez de la cruz, f., gral. av.","escalada av. y fernandez de la cruz, f., gral. av.",8,-58.45966521,-34.67323292,moto,objeto fijo,pasajero_acompañante,masculino,30.0,moto,objeto fijo,30-44,True
2017-0061,1,2017-05-15,13:29:30,avenida,paraguay,sin datos,callao av.,paraguay y callao av.,2,-58.39303911,-34.59871111,peaton,moto,peaton,masculino,47.0,peaton,moto,45-64,True
2017-0062,1,2017-05-15,16:00:00,avenida,"justo, juan b. av.",sin datos,san blas,"justo, juan b. av. y san blas",10,-58.51262106,-34.63395999,moto,cargas,conductor,masculino,35.0,moto,cargas,30-44,True
2017-0063,1,2017-05-17,10:13:00,avenida,chile,sin datos,9 de julio av.,chile y 9 de julio av.,1,-58.38118367,-34.61646839,peaton,pasajeros,peaton,femenino,79.0,peaton,pasajeros,65+,True
2017-0064,1,2017-05-20,05:00:00,calle,maipu,sin datos,"peron, juan domingo, tte. general","maipu y peron, juan domingo, tte. general",1,-58.37653284,-34.60582475,cargas,auto,pasajero_acompañante,masculino,61.0,cargas,auto,45-64,True
2017-0065,1,2017-05-22,16:00:00,avenida,suarez av.,sin datos,herrera,suarez av. y herrera,4,-58.37709334,-34.64035082,bicicleta,cargas,ciclista,masculino,21.0,bicicleta,cargas,18-29,True
2017-0066,1,2017-05-22,18:10:00,avenida,san martin av.,sin datos,fragata pres. sarmiento,san martin av. y fragata pres. sarmiento,15,-58.46002142,-34.60409469,peaton,pasajeros,peaton,masculino,10.0,peaton,pasajeros,0-17,True
2017-0067,1,2017-05-23,02:45:00,avenida,directorio av.,sin datos,"moreno, jose maria av.","directorio av. y moreno, jose maria av.",6,-58.43381970,-34.62801894,moto,cargas,conductor,masculino,21.0,moto,cargas,18-29,True
2017-0068,1,2017-05-27,19:50:00,avenida,"rabanal, francisco, intendente av.",2950.0,sin datos,"rabanal, francisco, intendente av. 2950",8,-58.43580656,-34.66437532,moto,objeto fijo,conductor,masculino,32.0,moto,objeto fijo,30-44,False
2017-0069,1,2017-05-24,14:15:00,gral paz,"paz, gral. av.",sin datos,"schmidl, ulrico","paz, gral. av. y schmidl, ulrico",9,-58.52173071,-34.65997463,moto,sin datos,conductor,masculino,39.0,moto,sin datos,30-44,True
2017-0070,1,2017-05-30,13:20:00,calle,nueva york,3696.0,sin datos,nueva york 3696,11,-58.50791763,-34.59804273,peaton,auto,peaton,masculino,80.0,peaton,auto,65+,False
2017-0072,1,2017-06-03,23:20:00,avenida,de los constituyentes av.,sin datos,vallejos,de los constituyentes av. y vallejos,12,-58.49175088,-34.58226957,auto,auto,conductor,masculino,25.0,auto,auto,18-29,True
2017-0073,1,2017-06-04,09:00:00,avenida,corrientes av.,sin datos,ecuador,corrientes av. y ecuador,3,-58.40781467,-34.60425669,moto,auto,conductor,masculino,19.0,moto,auto,18-29,True
2017-0074,1,2017-06-04,12:50:00,calle,casco,133.0,sin datos,casco 133,9,-58.52567073,-34.63787791,sin datos,sin datos,sin datos,masculino,70.0,sin datos,sin datos,65+,False
2017-0075,1,2017-06-12,22:38:00,avenida,de mayo av.,sin datos,9 de julio av.,de mayo av. y 9 de julio av.,1,-58.38154200,-34.60906385,peaton,moto,peaton,masculino,55.0,peaton,moto,45-64,True
2017-0076,1,2017-06-13,14:50:00,avenida,"castillo, ramon s., pres. av.",sin datos,calle 12 (no oficial),"castillo, ramon s., pres. av. y calle 12 (no oficial)",2,-58.38526125,-34.57805810,peaton,cargas,peaton,femenino,30.0,peaton,cargas,30-44,True
2017-0077,1,2017-06-17,23:45:00,calle,fray justo santamaria de oro,1930.0,sin datos,fray justo santamaria de oro 1930,14,-58.42934104,-34.58451712,moto,cargas,conductor,femenino,60.0,moto,cargas,45-64,False
2017-0079,1,2017-06-19,16:26:00,calle,mexico,sin datos,dean funes,mexico y dean funes,3,-58.40657493,-34.61781124,moto,cargas,conductor,masculino,33.0,moto,cargas,30-44,True
2017-0080,1,2017-06-22,10:15:00,avenida,"alberdi, juan bautista av.",sin datos,escalada av.,"alberdi, juan bautista av. y escalada av.",9,-58.49525314,-34.64487785,peaton,cargas,peaton,femenino,95.0,peaton,cargas,65+,True
2017-0082,1,2017-06-25,22:40:00,avenida,entre rios av.,sin datos,brasil,entre rios av. y brasil,4,-58.39092851,-34.62932696,peaton,auto,peaton,masculino,36.0,peaton,auto,30-44,True
2017-0083,1,2017-07-04,00:25:00,avenida,"alberdi, juan bautista av.",sin datos,guardia nacional,"alberdi, juan bautista av. y guardia nacional",9,-58.49603546,-34.64564271,moto,cargas,conductor,masculino,37.0,moto,cargas,30-44,True
2017-0084,1,2017-07-05,12:49:00,avenida,del libertador av.,sin datos,rodriguez pe?a,del libertador av. y rodriguez peã‘a,2,-58.38502878,-34.58703485,peaton,pasajeros,peaton,femenino,73.0,peaton,pasajeros,65+,True
2017-0085,1,2017-07-07,14:15:00,avenida,tacuari,sin datos,"garcia, martin av.","tacuari y garcia, martin av.",4,-58.37261143,-34.63150425,peaton,pasajeros,peaton,masculino,84.0,peaton,pasajeros,65+,True
2017-0086,1,2017-07-09,07:30:00,avenida,rivadavia av.,sin datos,murguiondo,rivadavia av. y murguiondo,9,-58.51876802,-34.63905965,peaton,moto,peaton,femenino,30.0,peaton,moto,30-44,True
2017-0087,1,2017-07-10,10:45:00,calle,24 de noviembre,390.0,sin datos,24 de noviembre 390,3,-58.41095567,-34.61516101,peaton,auto,peaton,femenino,73.0,peaton,auto,65+,False
2017-0088,1,2017-07-10,22:30:00,avenida,paseo colon av.,sin datos,brasil av.,paseo colon av. y brasil av.,1,-58.36797542,-34.62519403,peaton,pasajeros,peaton,masculino,43.0,peaton,pasajeros,30-44,True
2017-0089,1,2017-07-13,12:05:00,calle,"leguizamon, martiniano",901.0,sin datos,"leguizamon, martiniano 901",9,-58.51514709,-34.64787051,sin datos,auto,sin datos,masculino,23.0,sin datos,auto,18-29,False
2017-0090,1,2017-07-15,05:15:00,gral paz,chivilcoy av.,sin datos,"paz, gral. av.","chivilcoy av. y paz, gral. av.",11,-58.51925642,-34.59171721,peaton,auto,peaton,masculino,22.0,peaton,auto,18-29,True
2017-0091,1,2017-07-15,13:00:00,gral paz,superi,sin datos,"paz, gral. av.","superi y paz, gral. av.",12,-58.48671535,-34.54321216,moto,sin datos,conductor,masculino,58.0,moto,sin datos,45-64,True
2017-0092,1,2017-07-24,22:16:01,autopista,autopista 25 de mayo,sin datos,autopista 1 sur presidente arturo frondizi,autopista 25 de mayo y autopista 1 sur presidente arturo frondizi,1,-58.38268809,-34.62282019,peaton,auto,peaton,masculino,66.0,peaton,auto,65+,True
2017-0093,1,2017-07-25,16:48:40,autopista,"lugones, leopoldo av.",sin datos,puente distribuidor scalabrini ortiz,"lugones, leopoldo av. y puente distribuidor scalabrini ortiz",13,-58.43633522,-34.54966288,peaton,auto,peaton,masculino,sin datos,peaton,auto,sin datos,True
2017-0094,1,2017-07-27,08:50:00,calle,"hugo, victor",2639.0,sin datos,"hugo, victor 2639",10,-58.52640838,-34.61765855,bicicleta,cargas,ciclista,femenino,56.0,bicicleta,cargas,45-64,False
2017-0095,1,2017-08-06,08:00:00,avenida,cordoba av.,sin datos,"salguero, jeronimo","cordoba av. y salguero, jeronimo",14,-58.41894306,-34.59778875,moto,auto,conductor,masculino,36.0,moto,auto,30-44,True
2017-0096,1,2017-08-07,19:50:00,avenida,cabildo av.,sin datos,nu?ez,cabildo av. y nuã‘ez,13,-58.46756026,-34.54972741,peaton,pasajeros,peaton,masculino,87.0,peaton,pasajeros,65+,True
2017-0098,1,2017-08-08,12:10:00,calle,"bonifacio, jose",2114.0,sin datos,"bonifacio, jose 2114",7,-58.45715752,-34.63132912,peaton,auto,peaton,femenino,61.0,peaton,auto,45-64,False
2017-0099,1,2017-08-17,19:45:00,avenida,"figueroa alcorta, pres. av.",5400.0,sin datos,"figueroa alcorta, pres. av. 5400",14,-58.42406784,-34.56213916,bicicleta,auto,ciclista,masculino,28.0,bicicleta,auto,18-29,False
2017-0100,1,2017-08-21,07:45:00,calle,republica bolivariana de venezuela,2135.0,sin datos,republica bolivariana de venezuela 2135,3,-58.39674470,-34.61512051,moto,objeto fijo,pasajero_acompañante,femenino,16.0,moto,objeto fijo,0-17,False
2017-0101,1,2017-08-23,10:00:00,avenida,"lacroze, federico av.",sin datos,zapata,"lacroze, federico av. y zapata",13,-58.44537508,-34.57084818,peaton,multiple,peaton,femenino,61.0,multiple,sin datos,45-64,True
