ID,N_VICTIMAS,FECHA,HORA,TIPO_DE_CALLE,CALLE,ALTURA,CRUCE,DIRECCIÓN NORMALIZADA,COMUNA,POS X,POS Y,VICTIMA,ACUSADO,ROL,SEXO,EDAD,PARTICIPANTE A,PARTICIPANTE B,RANGO_ETARIO,ENCRUCIJADA
2018-0070,1,2018-07-07,15:45:00,calle,estados unidos,sin datos,"urquiza, gral.","estados unidos y urquiza, gral.",3,-58.40917826,-34.62126274,moto,pasajeros,conductor,masculino,33.0,moto,pasajeros,30-44,True
2018-0071,1,2018-07-10,17:50:00,avenida,moreno,sin datos,"huergo, ing. av.","moreno y huergo, ing. av.",1,-58.36726348,-34.61099738,moto,cargas,conductor,masculino,sin datos,moto,cargas,sin datos,True
2018-0072,1,2018-07-11,13:15:00,autopista,autopista dellepiane luis tte. gral.,sin datos,sin datos,autopista dellepiane luis tte. gral. y montiel,8,-58.48267426,-34.68454456,moto,cargas,conductor,masculino,27.0,moto,cargas,18-29,False
2018-0073,1,2018-07-11,15:45:00,avenida,"iriarte, gral. av.",3400.0,sin datos,"iriarte, gral. av. 3400",4,-58.39546165,-34.65168841,peaton,cargas,peaton,femenino,67.0,peaton,cargas,65+,False
2018-0074,1,2018-07-14,06:04:00,avenida,"alberdi, juan bautista av.",2968.0,sin datos,"alberdi, juan bautista av. 2968",7,-58.46941984,-34.63376545,auto,cargas,conductor,masculino,25.0,auto,cargas,18-29,False
2018-0075,1,2018-07-15,07:30:00,avenida,del libertador av.,sin datos,ortiz de ocampo,del libertador av. y ortiz de ocampo,14,-58.40367321,-34.58129246,peaton,auto,peaton,masculino,23.0,peaton,auto,18-29,True
2018-0076,1,2018-07-16,09:30:00,calle,"chavez, jorge",sin datos,"paz, gral. av.","chavez, jorge y paz, gral. av.",9,-58.52932872,-34.65014993,auto,cargas,conductor,masculino,73.0,auto,cargas,65+,True
2018-0077,1,2018-07-16,23:15:00,calle,"urquiza, gral.",sin datos,estados unidos,"urquiza, gral. y estados unidos",3,-58.40917826,-34.62126274,auto,cargas,conductor,masculino,58.0,auto,cargas,45-64,True
2018-0078,1,2018-07-21,06:15:00,calle,paraguay,sin datos,sanchez de bustamante,paraguay y sanchez de bustamante,2,-58.41264127,-34.59473294,peaton,auto,peaton,masculino,27.0,peaton,auto,18-29,True
2018-0079,1,2018-07-23,07:15:00,gral paz,de los corrales av.,sin datos,"paz, gral. av.","de los corrales av. y paz, gral. av.",9,-58.50877521,-34.66977709,peaton,cargas,peaton,masculino,sin datos,peaton,cargas,sin datos,True
2018-0080,1,2018-07-25,22:22:00,avenida,"alberdi, juan bautista av.",sin datos,carhue,"alberdi, juan bautista av. y carhue",9,-58.51232237,-34.65903530,peaton,auto,peaton,masculino,26.0,peaton,auto,18-29,True
2018-0081,1,2018-07-29,06:30:00,avenida,castanares av.,sin datos,rivera indarte av.,castaã‘ares av. y rivera indarte av.,7,-58.44744156,-34.64567171,peaton,multiple,peaton,masculino,35.0,multiple,sin datos,30-44,True
2018-0082,1,2018-08-01,15:53:00,avenida,larrazabal,sin datos,"garzon, eugenio, gral. av.","larrazabal y garzon, eugenio, gral. av.",9,-58.49441273,-34.65869968,moto,cargas,conductor,femenino,17.0,moto,cargas,0-17,True
2018-0083,1,2018-08-02,05:20:00,gral paz,"paz, gral. av.",sin datos,"fernandez de la cruz, f., gral. av.","paz, gral. av. y fernandez de la cruz, f., gral. av.",8,-58.47976785,-34.69153196,moto,cargas,conductor,masculino,sin datos,moto,cargas,sin datos,True
2018-0084,1,2018-08-03,07:25:00,avenida,"moreau de justo, alicia av.",sin datos,cochabamba,"moreau de justo, alicia av. y cochabamba",1,-58.36523349,-34.62260331,peaton,cargas,peaton,masculino,45.0,peaton,cargas,45-64,True
2018-0085,2,2018-08-03,18:16:00,avenida,entre rios av.,sin datos,"garay, juan de av.","entre rios av. y garay, juan de av.",3,-58.39118948,-34.62704273,moto,pasajeros,pasajero_acompañante,femenino,22.0,moto,pasajeros,18-29,True
2018-0085,2,2018-08-03,18:16:00,avenida,entre rios av.,sin datos,"garay, juan de av.","entre rios av. y garay, juan de av.",3,-58.39118948,-34.62704273,moto,pasajeros,conductor,masculino,30.0,moto,pasajeros,30-44,True
2018-0086,1,2018-08-10,21:44:00,avenida,directorio av.,sin datos,guardia nacional,directorio av. y guardia nacional,9,-58.49019551,-34.65015854,peaton,pasajeros,peaton,masculino,40.0,peaton,pasajeros,30-44,True
2018-0087,1,2018-08-15,19:20:00,avenida,pavon av.,sin datos,colombres,pavon av. y colombres,5,-58.41644362,-34.63023775,peaton,pasajeros,peaton,masculino,75.0,peaton,pasajeros,65+,True
2018-0088,1,2018-08-17,16:36:00,gral paz,"paz, gral. av.",sin datos,"balbin, ricardo, dr. av.","paz, gral. av. y balbin, ricardo, dr. av.",12,-58.50073810,-34.54979510,moto,cargas,conductor,masculino,sin datos,moto,cargas,sin datos,True
2018-0089,1,2018-08-17,17:56:00,avenida,pichincha av.,sin datos,brasil,pichincha av. y brasil,4,-58.39626094,-34.63036565,peaton,pasajeros,peaton,masculino,80.0,peaton,pasajeros,65+,True
2018-0090,1,2018-08-18,10:34:00,avenida,27 de febrero av.,sin datos,pergamino,27 de febrero av. y pergamino,8,-58.43284809,-34.67051543,moto,auto,conductor,masculino,27.0,moto,auto,18-29,True
2018-0091,1,2018-08-19,18:47:00,autopista,autopista perito moreno,sin datos,barragan,autopista perito moreno y barragan,9,-58.52280139,-34.63659934,auto,auto,pasajero_acompañante,femenino,23.0,auto,auto,18-29,True
2018-0092,1,2018-08-20,08:20:00,avenida,cordoba av.,sin datos,gascon,cordoba av. y gascon,14,-58.42336930,-34.59774487,moto,auto,conductor,masculino,23.0,moto,auto,18-29,True
2018-0093,1,2018-08-20,08:41:00,calle,15 de noviembre de 1889,1513.0,sin datos,15 de noviembre de 1889 1513,1,-58.38691681,-34.63105973,peaton,pasajeros,peaton,masculino,24.0,peaton,pasajeros,18-29,False
2018-0094,1,2018-08-23,05:35:00,calle,"salguero, jeronimo",sin datos,beruti,"salguero, jeronimo y beruti",14,-58.41169020,-34.58579880,moto,pasajeros,conductor,masculino,32.0,moto,pasajeros,30-44,True
2018-0095,1,2018-08-26,00:59:00,avenida,lacarra av.,sin datos,"dellepiane, luis, tte. gral.","lacarra av. y dellepiane, luis, tte. gral.",9,-58.46739825,-34.65117757,auto,auto,pasajero_acompañante,femenino,49.0,auto,auto,45-64,True
2018-0096,1,2018-08-31,22:20:00,autopista,autopista presidente h?ctor j. c?mpora,sin datos,"roca, cnel. av.","autopista presidente hã‰ctor j. cãmpora y roca, cnel. av.",8,-58.44483258,-34.67152226,peaton,auto,peaton,masculino,39.0,peaton,auto,30-44,True
2018-0097,1,2018-09-02,10:50:00,avenida,varela av.,sin datos,"rabanal, francisco, intendente av.","varela av. y rabanal, francisco, intendente av.",8,-58.43254025,-34.66128115,auto,otro,conductor,femenino,35.0,auto,movil,30-44,True
2018-0098,2,2018-09-09,05:00:00,gral paz,"paz, gral. av.",sin datos,beron de astrada,"paz, gral. av. y beron de astrada",8,-58.47199387,-34.69640164,auto,auto,conductor,masculino,55.0,auto,auto,45-64,True
2018-0098,2,2018-09-09,05:00:00,gral paz,"paz, gral. av.",sin datos,beron de astrada,"paz, gral. av. y beron de astrada",8,-58.47199387,-34.69640164,auto,auto,pasajero_acompañante,masculino,54.0,auto,auto,45-64,True
2018-0099,1,2018-09-12,14:25:00,avenida,rivadavia av.,sin datos,pedernera,rivadavia av. y pedernera,7,-58.46411215,-34.62925068,peaton,pasajeros,peaton,masculino,18.0,peaton,pasajeros,18-29,True
2018-0100,1,2018-09-20,10:30:00,avenida,"rawson de dellepiane, elvira av.",150.0,sin datos,"rawson de dellepiane, elvira av. 150",1,-58.36217754,-34.62367156,moto,auto,sin datos,femenino,33.0,moto,auto,30-44,False
2018-0101,1,2018-09-21,00:15:00,gral paz,"paz, gral. av.",sin datos,zapiola,"paz, gral. av. y zapiola",12,-58.48098594,-34.54073130,auto,multiple,conductor,masculino,sin datos,multiple,sin datos,sin datos,True
2018-0102,1,2018-09-21,00:30:00,calle,famatina,sin datos,"taborda, diogenes","famatina y taborda, diogenes",4,-58.41083404,-34.64640709,moto,auto,conductor,masculino,20.0,moto,auto,18-29,True
2018-0103,1,2018-09-27,17:51:00,avenida,casta?ares av.,sin datos,"bonorino, esteban, cnel. av.","castaã‘ares av. y bonorino, esteban, cnel. av.",7,-58.44609828,-34.64446729,peaton,moto,peaton,masculino,1.0,peaton,moto,0-17,True
2018-0104,1,2018-10-01,08:58:00,autopista,autopista 1 sur presidente arturo frondizi,sin datos,suarez av.,autopista 1 sur presidente arturo frondizi y suarez av.,4,-58.37709334,-34.64035082,moto,moto,conductor,masculino,22.0,moto,moto,18-29,True
2018-0105,1,2018-10-03,18:12:00,avenida,nazca av.,sin datos,rivadavia av.,nazca av. y rivadavia av.,7,-58.46963952,-34.63070603,peaton,pasajeros,peaton,femenino,56.0,peaton,pasajeros,45-64,True
2018-0106,1,2018-10-04,22:02:00,avenida,"figueroa alcorta, pres. av.",sin datos,echeverria,"figueroa alcorta, pres. av. y echeverria",13,-58.43674281,-34.55161027,moto,moto,conductor,masculino,27.0,moto,moto,18-29,True
2018-0107,1,2018-10-06,14:20:00,avenida,rivadavia av.,sin datos,jujuy av.,rivadavia av. y jujuy av.,3,-58.40596860,-34.61011987,peaton,pasajeros,peaton,femenino,62.0,peaton,pasajeros,45-64,True
2018-0108,1,2018-10-09,14:00:00,avenida,de los italianos av.,sin datos,"guemes, macacha","de los italianos av. y guemes, macacha",1,-58.36154069,-34.60463618,moto,auto,conductor,masculino,37.0,moto,auto,30-44,True
2018-0109,1,2018-10-10,22:12:00,avenida,tucuman,sin datos,"alem, leandro n. av.","tucuman y alem, leandro n. av.",1,-58.37062179,-34.60066507,peaton,pasajeros,peaton,masculino,34.0,peaton,pasajeros,30-44,True
2018-0110,1,2018-10-13,03:05:00,avenida,corrientes av.,sin datos,"gallardo, angel av.","corrientes av. y gallardo, angel av.",15,-58.43220014,-34.60207186,peaton,moto,peaton,masculino,60.0,peaton,moto,45-64,True
2018-0111,1,2018-10-19,12:13:00,autopista,autopista perito moreno,sin datos,sin datos,"autopista perito moreno & peron, eva  av.",9,-58.46958442,-34.64949724,moto,cargas,conductor,masculino,28.0,moto,cargas,18-29,False
2018-0112,1,2018-10-24,09:18:00,calle,mu?ecas,sin datos,serrano,muã‘ecas y serrano,15,-58.44671397,-34.59970903,moto,cargas,conductor,femenino,28.0,moto,cargas,18-29,True
2018-0113,1,2018-10-25,11:00:00,calle,"artigas, jose gervasio, gral.",sin datos,tres arroyos,"artigas, jose gervasio, gral. y tres arroyos",11,-58.47152163,-34.61474911,moto,cargas,conductor,masculino,20.0,moto,cargas,18-29,True
2018-0114,1,2018-10-30,02:15:00,avenida,solis,sin datos,independencia av.,solis e independencia av.,1,-58.39032921,-34.61807951,moto,auto,conductor,masculino,23.0,moto,auto,18-29,True
2018-0115,1,2018-10-31,12:30:00,calle,"bosch, ventura",sin datos,"paz, gral. av.","bosch, ventura y paz, gral. av.",9,-58.52887773,-34.64297861,peaton,pasajeros,peaton,masculino,42.0,peaton,pasajeros,30-44,True
2018-0116,1,2018-11-01,10:50:00,gral paz,"paz, gral. av.",14800.0,sin datos,"paz, gral. av. 14800",8,-58.49371157,-34.67981324,peaton,cargas,peaton,masculino,48.0,peaton,cargas,45-64,False
2018-0117,1,2018-11-04,08:15:00,avenida,"peron, eva av.",5321.0,sin datos,"peron, eva av. 5321",9,-58.48266599,-34.66012327,moto,moto,conductor,masculino,30.0,moto,moto,30-44,False
2018-0118,1,2018-11-05,14:49:00,avenida,"peron, juan domingo, tte. general",sin datos,pueyrredon av.,"peron, juan domingo, tte. general y pueyrredon av.",3,-58.40612253,-34.60774301,peaton,moto,peaton,femenino,80.0,peaton,moto,65+,True
2018-0119,1,2018-11-05,22:35:00,avenida,"rabanal, francisco, intendente av.",sin datos,san pedrito,"rabanal, francisco, intendente av. y san pedrito",8,-58.43613623,-34.66292532,peaton,sin datos,peaton,femenino,32.0,peaton,sin datos,30-44,True
2018-0120,1,2018-11-09,13:34:00,avenida,monroe,sin datos,alvarez thomas av.,monroe y alvarez thomas av.,12,-58.48250732,-34.57208238,peaton,auto,peaton,femenino,51.0,peaton,auto,45-64,True
2018-0121,1,2018-11-09,16:32:00,avenida,rivadavia av.,sin datos,manzoni,rivadavia av. y manzoni,10,-58.49945705,-34.63743280,peaton,pasajeros,peaton,femenino,72.0,peaton,pasajeros,65+,True
2018-0122,1,2018-11-12,01:00:00,autopista,autopista dellepiane luis tte. gral.,sin datos,larrazabal,autopista dellepiane luis tte. gral. y larrazabal,8,-58.47743966,-34.67233407,auto,auto,conductor,masculino,33.0,auto,auto,30-44,True
2018-0123,1,2018-11-12,03:32:00,gral paz,"paz, gral. av.",sin datos,"peron, eva av.","paz, gral. av. y peron, eva av.",9,-58.50251790,-34.67450313,auto,sin datos,conductor,masculino,25.0,auto,sin datos,18-29,True
2018-0124,1,2018-11-15,19:40:00,autopista,autopista perito moreno,sin datos,sin datos,autopista perito moreno y reservistas argentinos,9,-58.52144411,-34.63682499,cargas,cargas,conductor,masculino,44.0,cargas,cargas,30-44,False
2018-0125,1,2018-11-16,21:12:00,avenida,saenz av.,sin datos,ventana,saenz av. y ventana,4,-58.41650465,-34.65084045,peaton,pasajeros,peaton,masculino,29.0,peaton,pasajeros,18-29,True
2018-0126,1,2018-11-18,12:11:00,gral paz,"paz, gral. av.",sin datos,"falcon, ramon l.,cnel.","paz, gral. av. y falcon, ramon l.,cnel.",9,-58.52994219,-34.64055918,moto,auto,conductor,masculino,27.0,moto,auto,18-29,True
2018-0127,1,2018-11-19,09:14:00,gral paz,"paz, gral. av.",sin datos,de los constituyentes av.,"paz, gral. av. y de los constituyentes av.",12,-58.50993046,-34.56919739,moto,moto,conductor,masculino,29.0,moto,moto,18-29,True
2018-0128,2,2018-11-25,04:30:00,gral paz,"paz, gral. av.",11200.0,sin datos,"paz, gral. av. 11200",9,-58.52844623,-34.64592873,auto,pasajeros,pasajero_acompañante,masculino,49.0,auto,pasajeros,45-64,False
2018-0128,2,2018-11-25,04:30:00,gral paz,"paz, gral. av.",11200.0,sin datos,"paz, gral. av. 11200",9,-58.52844623,-34.64592873,auto,pasajeros,pasajero_acompañante,femenino,39.0,auto,pasajeros,30-44,False
2018-0129,1,2018-11-28,04:01:00,avenida,"newbery, jorge av.",sin datos,guevara,"newbery, jorge av. y guevara",15,-58.45021367,-34.58695347,moto,pasajeros,conductor,masculino,37.0,moto,pasajeros,30-44,True
2018-0130,1,2018-12-03,03:00:00,avenida,gaona av.,sin datos,segurola av.,gaona av. y segurola av.,10,-58.49022072,-34.62770192,moto,pasajeros,conductor,masculino,sin datos,moto,pasajeros,sin datos,True
2018-0131,1,2018-12-07,19:10:00,avenida,"madero, eduardo av.",550.0,sin datos,"madero, eduardo av. 550",1,-58.36860866,-34.60106568,moto,cargas,conductor,masculino,29.0,moto,cargas,18-29,False
2018-0132,1,2018-12-12,08:26:00,autopista,autopista arturo illia,sin datos,"castillo, ramon s., pres. av.","autopista arturo illia y castillo, ramon s., pres. av.",2,-58.39490504,-34.57241534,peaton,cargas,peaton,masculino,70.0,peaton,cargas,65+,True
2018-0133,1,2018-12-12,14:07:00,avenida,nazca av.,sin datos,rivadavia av.,nazca av. y rivadavia av.,7,-58.46963952,-34.63070603,peaton,cargas,peaton,femenino,60.0,peaton,cargas,45-64,True
2018-0134,1,2018-12-12,21:00:00,avenida,la plata av.,sin datos,caseros av.,la plata av. y caseros av.,7,-58.42349365,-34.64019887,peaton,moto,peaton,masculino,56.0,peaton,moto,45-64,True
2018-0135,1,2018-12-18,14:40:00,avenida,belgrano av.,sin datos,peru,belgrano av. y peru,1,-58.37471802,-34.61265002,peaton,pasajeros,peaton,masculino,80.0,peaton,pasajeros,65+,True
2018-0136,1,2018-12-18,15:42:00,avenida,rivadavia av.,7013.0,sin datos,rivadavia av. 7013,7,-58.46438789,-34.62913916,peaton,pasajeros,peaton,femenino,70.0,peaton,pasajeros,65+,False
2018-0137,1,2018-12-18,20:15:00,calle,"alsina, adolfo",sin datos,santiago del estero,"alsina, adolfo y santiago del estero",1,-58.38481975,-34.61100424,moto,pasajeros,pasajero_acompañante,masculino,29.0,moto,pasajeros,18-29,True
2018-0138,1,2018-12-21,09:30:00,calle,bermudez,1893.0,sin datos,bermudez 1893,10,-58.50751833,-34.62073702,pasajeros,pasajeros,pasajero_acompañante,femenino,79.0,pasajeros,pasajeros,65+,False
2018-0139,1,2018-12-22,06:30:00,calle,santander,1974.0,sin datos,santander 1974,7,-58.44682986,-34.63888084,moto,moto,pasajero_acompañante,masculino,28.0,moto,moto,18-29,False
2018-0140,1,2018-12-22,08:05:00,calle,lanteri julieta,1400.0,sin datos,lanteri julieta 1400,1,-58.36004650,-34.61381341,auto,auto,conductor,masculino,78.0,auto,auto,65+,False
2018-0141,1,2018-12-22,17:40:00,avenida,maza,sin datos,independencia av.,maza e independencia av.,5,-58.41509546,-34.62085945,peaton,moto,peaton,masculino,75.0,peaton,moto,65+,True
2018-0142,1,2018-12-25,13:30:00,gral paz,"paz, gral. av.",5172.0,sin datos,"paz, gral. av. 5172",12,-58.50997604,-34.57251072,cargas,pasajeros,pasajero_acompañante,masculino,32.0,cargas,pasajeros,30-44,False
2018-0143,1,2018-12-29,05:25:00,avenida,olivera av.,sin datos,"alberdi, juan bautista av.","olivera av. y alberdi, juan bautista av.",10,-58.48606475,-34.64047818,moto,auto,conductor,masculino,22.0,moto,auto,18-29,True
2019-0001,1,2019-01-08,08:30:00,avenida,"castillo, ramon s., pres. av.",sin datos,calle 12 (no oficial),"castillo, ramon s., pres. av. y calle 12 (no oficial)",2,-58.38526125,-34.57805810,moto,cargas,conductor,masculino,25.0,moto,cargas,18-29,True
2019-0002,1,2019-01-09,04:00:00,avenida,casta?ares av.,sin datos,"moreno, perito av.","castaã‘ares av. y moreno, perito av.",7,-58.45463662,-34.65082149,auto,cargas,conductor,masculino,32.0,auto,cargas,30-44,True
2019-0003,1,2019-01-12,08:00:00,avenida,san martin av.,sin datos,terrada,san martin av. y terrada,15,-58.49121672,-34.59718073,moto,auto,conductor,masculino,23.0,moto,auto,18-29,True
2019-0004,1,2019-01-14,19:58:00,avenida,"peron, eva av.",sin datos,medina,"peron, eva av. y medina",9,-58.47325712,-34.65284605,auto,pasajeros,conductor,masculino,71.0,auto,pasajeros,65+,True
2019-0005,1,2019-01-19,12:00:00,avenida,"justo, juan b. av.",sin datos,alvarez jonte av.,"justo, juan b. av. y alvarez jonte av.",10,-58.52108101,-34.63382309,moto,cargas,conductor,masculino,43.0,moto,cargas,30-44,True
2019-0006,1,2019-01-23,05:45:00,avenida,"obligado rafael, av.costanera",4650.0,sin datos,"obligado rafael, av.costanera 4650",14,-58.41652702,-34.55509606,peaton,auto,peaton,femenino,12.0,peaton,auto,0-17,False
2019-0007,1,2019-01-26,19:34:00,calle,"mitre, bartolome",sin datos,yatay,"mitre, bartolome y yatay",5,-58.42891604,-34.61071660,moto,auto,conductor,masculino,35.0,moto,auto,30-44,True
2019-0008,1,2019-01-30,22:45:00,gral paz,"paz, gral. av.",16080.0,sin datos,"paz, gral. av. 16080",8,-58.47802293,-34.69156793,moto,multiple,conductor,masculino,42.0,multiple,sin datos,30-44,False
2019-0009,1,2019-01-31,14:55:00,avenida,chacabuco,sin datos,san juan av.,chacabuco y san juan av.,1,-58.37564821,-34.62200207,moto,auto,conductor,masculino,34.0,moto,auto,30-44,True
2019-0010,2,2019-02-02,07:50:00,avenida,del libertador av.,4100.0,sin datos,del libertador av. 4100,14,-58.42668489,-34.56961468,peaton,auto,peaton,masculino,sin datos,peaton,auto,sin datos,False
2019-0010,2,2019-02-02,07:50:00,avenida,del libertador av.,4100.0,sin datos,del libertador av. 4100,14,-58.42668489,-34.56961468,peaton,auto,peaton,masculino,59.0,peaton,auto,45-64,False
2019-0011,1,2019-02-10,01:00:00,gral paz,"paz, gral. av.",sin datos,"alberdi, juan bautista av.","paz, gral. av. y alberdi, juan bautista av.",9,-58.51839930,-34.66252488,peaton,auto,peaton,masculino,sin datos,peaton,auto,sin datos,True
2019-0012,1,2019-02-17,03:16:00,avenida,casta?ares av.,sin datos,"gordillo, timoteo","castaã‘ares av. y gordillo, timoteo",8,-58.48432691,-34.67665828,moto,auto,conductor,masculino,31.0,moto,auto,30-44,True
2019-0013,1,2019-02-20,07:30:00,calle,salvigny,sin datos,mom,salvigny y mom,7,-58.43383830,-34.64457699,peaton,auto,peaton,masculino,39.0,peaton,auto,30-44,True
2019-0014,1,2019-02-20,17:30:00,calle,"lamarca, emilio",5402.0,sin datos,"lamarca, emilio 5402",11,-58.51664939,-34.58657938,moto,objeto fijo,conductor,masculino,69.0,moto,objeto fijo,65+,False
2019-0015,1,2019-02-23,06:57:00,avenida,san martin av.,5638.0,sin datos,san martin av. 5638,11,-58.49613012,-34.59703502,auto,objeto fijo,conductor,masculino,21.0,auto,objeto fijo,18-29,False
2019-0016,1,2019-02-24,02:00:00,calle,"carrillo, ramon, dr.",sin datos,finochietto enrique dr.,"carrillo, ramon, dr. y finochietto enrique dr.",4,-58.38313603,-34.63356284,moto,pasajeros,conductor,masculino,40.0,moto,pasajeros,30-44,True
2019-0017,1,2019-03-03,07:00:00,calle,mexico,sin datos,pichincha,mexico y pichincha,3,-58.39914719,-34.61632317,auto,pasajeros,conductor,masculino,22.0,auto,pasajeros,18-29,True
2019-0018,1,2019-03-03,23:30:00,autopista,"cantilo, int.",sin datos,"udaondo, guillermo av.","cantilo, int. y udaondo, guillermo av.",13,-58.44927253,-34.54048625,peaton,auto,peaton,femenino,29.0,peaton,auto,18-29,True
2019-0019,1,2019-03-06,12:00:00,avenida,del libertador av.,6326.0,sin datos,del libertador av. 6326,13,-58.45049163,-34.55374003,moto,auto,conductor,masculino,sin datos,moto,auto,sin datos,False
2019-0020,1,2019-03-07,21:01:00,avenida,chiclana av.,3444.0,sin datos,chiclana av. 3444,5,-58.41288952,-34.63572989,moto,auto,conductor,masculino,43.0,moto,auto,30-44,False
2019-0021,1,2019-03-15,22:50:00,avenida,boyaca av.,sin datos,yerbal,boyaca av. y yerbal,7,-58.45743597,-34.62561234,moto,auto,conductor,masculino,23.0,moto,auto,18-29,True
2019-0022,1,2019-03-15,00:00:00,avenida,entre rios av.,1260.0,sin datos,entre rios av. 1260,1,-58.39123782,-34.62352245,auto,sin datos,pasajero_acompañante,masculino,sin datos,auto,sin datos,sin datos,False
2019-0023,1,2019-03-16,08:28:00,gral paz,"paz, gral. av.",sin datos,"jacques, amadeo","paz, gral. av. y jacques, amadeo",9,-58.52922765,-34.63637963,auto,objeto fijo,conductor,masculino,34.0,auto,objeto fijo,30-44,True
2019-0024,1,2019-03-19,07:12:00,avenida,antartida argentina av.,1325.0,sin datos,antartida argentina av. 1325,1,-58.37208118,-34.58541957,moto,cargas,conductor,masculino,32.0,moto,cargas,30-44,False
2019-0025,1,2019-03-22,13:10:00,calle,"mitre, bartolome",sin datos,sanchez de bustamante,"mitre, bartolome y sanchez de bustamante",5,-58.41458534,-34.60937557,peaton,auto,peaton,masculino,27.0,peaton,auto,18-29,True
2019-0026,1,2019-03-28,07:32:00,avenida,"fernandez de la cruz, f., gral. av.",sin datos,"paz, gral. av.","fernandez de la cruz, f., gral. av. y paz, gral. av.",8,-58.47976785,-34.69153196,peaton,pasajeros,peaton,masculino,sin datos,peaton,pasajeros,sin datos,True
2019-0027,1,2019-03-28,11:11:00,avenida,santa fe av.,sin datos,azcuenaga,santa fe av. y azcuenaga,2,-58.39990285,-34.59511714,bicicleta,multiple,ciclista,masculino,37.0,multiple,sin datos,30-44,True
2019-0028,1,2019-04-06,09:15:00,avenida,"justo, juan b. av.",sin datos,"oro?o, nicasio","justo, juan b. av. y oroã‘o, nicasio",11,-58.46051346,-34.60588536,peaton,pasajeros,peaton,femenino,sin datos,peaton,pasajeros,sin datos,True
2019-0029,1,2019-04-07,10:15:00,avenida,"fernandez de la cruz, f., gral. av.",sin datos,"paz, gral. av.","fernandez de la cruz, f., gral. av. y paz, gral. av.",8,-58.47976785,-34.69153196,moto,objeto fijo,conductor,masculino,27.0,moto,objeto fijo,18-29,True
2019-0030,1,2019-04-09,16:00:00,calle,"alvarez, donato, tte. gral.",sin datos,yerbal,"alvarez, donato, tte. gral. y yerbal",7,-58.45457546,-34.62447891,moto,cargas,conductor,masculino,25.0,moto,cargas,18-29,True
2019-0031,1,2019-04-12,19:55:00,avenida,cordoba av.,sin datos,"madero, eduardo av.","cordoba av. y madero, eduardo av.",1,-58.36951669,-34.59832047,bicicleta,cargas,ciclista,masculino,20.0,bicicleta,cargas,18-29,True
2019-0032,1,2019-04-16,11:00:00,avenida,camarones,sin datos,"alvarez, donato, tte. gral. av.","camarones y alvarez, donato, tte. gral. av.",11,-58.46415322,-34.60443790,peaton,auto,peaton,femenino,83.0,peaton,auto,65+,True
2019-0033,1,2019-04-18,01:00:00,autopista,autopista 25 de mayo,sin datos,"huergo, ing. av.","autopista 25 de mayo y huergo, ing. av.",1,-58.36607137,-34.62150748,moto,sin datos,conductor,masculino,25.0,moto,sin datos,18-29,True
2019-0034,1,2019-04-21,09:08:00,avenida,"moreno, perito av.",3050.0,sin datos,"moreno, perito av. 3050",7,-58.45537373,-34.65093074,moto,objeto fijo,conductor,masculino,sin datos,moto,objeto fijo,sin datos,False
2019-0035,1,2019-04-23,14:10:00,calle,suipacha,665.0,sin datos,suipacha 665,1,-58.37942637,-34.60053054,peaton,bicicleta,peaton,femenino,75.0,peaton,bicicleta,65+,False
2019-0036,1,2019-04-26,22:46:00,calle,riglos,sin datos,formosa,riglos y formosa,6,-58.43680440,-34.62147504,moto,auto,conductor,masculino,34.0,moto,auto,30-44,True
2019-0037,1,2019-05-01,23:10:00,avenida,la rioja,sin datos,independencia av.,la rioja e independencia av.,3,-58.40778291,-34.61971907,moto,auto,conductor,masculino,17.0,moto,auto,0-17,True
2019-0038,1,2019-05-04,14:10:00,avenida,"udaondo, guillermo av.",sin datos,"figueroa alcorta, pres. av.","udaondo, guillermo av. y figueroa alcorta, pres. av.",13,-58.45212523,-34.54628513,peaton,moto,peaton,femenino,42.0,peaton,moto,30-44,True
2019-0039,1,2019-05-09,03:05:00,avenida,san pedrito av.,sin datos,directorio av.,san pedrito av. y directorio av.,7,-58.46749188,-34.63551751,moto,auto,conductor,masculino,28.0,moto,auto,18-29,True
2019-0040,1,2019-05-09,12:45:00,calle,puan,sin datos,santander,puan y santander,7,-58.44263580,-34.63679732,moto,sin datos,conductor,masculino,44.0,moto,sin datos,30-44,True
2019-0041,1,2019-05-11,20:30:00,avenida,"alberdi, juan bautista av.",sin datos,andalgala,"alberdi, juan bautista av. y andalgala",9,-58.51140289,-34.65846419,auto,multiple,pasajero_acompañante,femenino,78.0,multiple,sin datos,65+,True
2019-0042,1,2019-05-14,15:00:00,calle,lima,sin datos,constitucion,lima y constitucion,1,-58.38211431,-34.62465368,peaton,pasajeros,peaton,masculino,39.0,peaton,pasajeros,30-44,True
2019-0043,1,2019-05-21,09:00:00,avenida,cordoba av.,sin datos,"madero, eduardo av.","cordoba av. y madero, eduardo av.",1,-58.36951669,-34.59832047,bicicleta,cargas,ciclista,femenino,sin datos,bicicleta,cargas,sin datos,True
2019-0044,1,2019-05-27,12:45:00,avenida,boedo av.,650.0,sin datos,boedo av. 650,5,-58.41635217,-34.62036547,peaton,moto,peaton,femenino,77.0,peaton,moto,65+,False
